Intermediate Arabic,000513,ARABIC,204,0,0,0,0,0,0,0,1,0,0,0
Media Arabic I: Arabic in Media and Documentary Film,000527,ARABIC,281,0,0,0,0,0,0,0,1,0,0,0
Media Arabic II,021898,ARABIC,283,0,0,0,0,0,0,0,1,0,0,0
Levantine Arabic: Dardasha Shamiyyah,022530,ARABIC,287,0,0,1,0,0,0,0,0,0,0,0
Conversational Egyptian Arabic,023314,ARABIC,288,0,0,1,0,0,0,0,0,0,0,0
Duke Administered Study Abroad: Special Topics in Arabic,022670,ARABIC,290A,0,0,0,0,0,0,0,0,0,0,0
Arabic Dialect in Music,021899,ARABIC,295,0,0,0,0,0,0,0,1,0,0,0
Dardasha Arabiyyah: Moroccan Dialect and Culture,023291,ARABIC,296A,0,0,1,0,0,0,0,0,0,0,0
Advanced Levantine Arabic Language and Culture,024424,ARABIC,304,0,0,1,0,0,0,0,0,0,0,0
Advanced Arabic,000516,ARABIC,305,0,0,1,0,0,0,0,0,0,0,0
Advanced Arabic,000517,ARABIC,306,0,0,0,0,0,0,0,1,0,0,0
Literary Islam,022878,ARABIC,328S,0,0,1,0,0,0,0,0,0,0,0
Independent Study,000526,ARABIC,391,0,0,0,0,0,0,0,0,0,0,0
Issues in Arabic Language and Literature I,000524,ARABIC,407,0,0,1,0,0,0,0,0,0,0,0
Issues in Arabic Language and Literature II,000525,ARABIC,408,0,0,0,0,0,0,0,1,0,0,0
Classical Arabic Language \u0026 Literature,021900,ARABIC,489,0,0,0,0,0,0,0,1,0,0,0
Introduction to the History of Art,000536,ARTHIST,101D,0,0,1,0,0,0,0,0,0,0,0
Introduction to World Art History from 1200 to the Present,000538,ARTHIST,102D,0,0,1,0,0,0,0,0,0,0,0
Introduction to the History of Art,000538,ARTHIST,102D,0,0,1,0,0,0,0,0,0,0,0
Exploring Art and Architecture - Foundations and Histories,023565,ARTHIST,104,0,0,0,1,0,0,0,0,0,0,0
Medieval Cultures,006622,ARTHIST,121,0,0,1,0,0,0,0,0,0,0,0
Renaissance Cultures,006623,ARTHIST,152,0,0,1,0,0,0,0,0,0,0,0
History of Pre-Modern Architecture,025249,ARTHIST,184D,0,0,1,0,0,0,0,0,0,0,0
The Languages of Art,019809,ARTHIST,185FS,0,0,1,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Art History,000534,ARTHIST,190A,0,0,0,0,0,0,0,0,0,0,0
Topics in Art History,018085,ARTHIST,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,017188,ARTHIST,190S,0,0,0,0,0,0,0,0,0,0,0
Etruscans: Myth, Archaeology and Civilization,023827,ARTHIST,196,0,0,1,0,0,0,0,0,0,0,0
Imagining Europe: Arts, Culture, Politics,011802,ARTHIST,202,0,0,1,0,0,0,0,0,0,0,0
The Aegean Bronze Age,002786,ARTHIST,205,0,0,1,0,0,0,0,0,0,0,0
Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,002762,ARTHIST,206,0,0,1,0,0,0,0,0,0,0,0
Classical Greek Archaeology, Archaic to Classical,002763,ARTHIST,207,0,0,1,0,0,0,0,0,0,0,0
Art and Archaeology of Ancient Athens,015846,ARTHIST,208,0,0,1,0,0,0,0,0,0,0,0
The Art of Greece and Rome,000563,ARTHIST,210,0,0,1,0,0,0,0,0,0,0,0
Feminist Art from the 1970s to the Present,023316,ARTHIST,213S,0,0,1,0,0,0,0,0,0,0,0
Representations of Women in the Classical World,000546,ARTHIST,215S,0,0,1,0,0,0,0,0,0,0,0
Representing Women in the Classical World,000546,ARTHIST,215S,0,0,1,0,0,0,0,0,0,0,0
Museum Theory and Practice,017082,ARTHIST,220,0,0,0,0,0,0,0,0,1,0,0
Museum Theory and Practice,017082,ARTHIST,220,0,0,0,0,0,0,0,0,1,0,0
The Museum Object: Art and Artifact on Display,024143,ARTHIST,221S,0,0,0,1,0,0,0,0,0,0,0
History and Theory of Curatorial Practice,024153,ARTHIST,222S,0,0,0,1,0,0,0,0,0,0,0
Medieval Architecture,000551,ARTHIST,226,0,0,1,0,0,0,0,0,0,0,0
Introduction to the History of Art,000536,ARTHIST,101D,0,0,1,0,0,0,0,0,0,0,0
Introduction to World Art History from 1200 to the Present,000538,ARTHIST,102D,0,0,1,0,0,0,0,0,0,0,0
Introduction to the History of Art,000538,ARTHIST,102D,0,0,1,0,0,0,0,0,0,0,0
Exploring Art and Architecture - Foundations and Histories,023565,ARTHIST,104,0,0,0,1,0,0,0,0,0,0,0
Medieval Cultures,006622,ARTHIST,121,0,0,1,0,0,0,0,0,0,0,0
Renaissance Cultures,006623,ARTHIST,152,0,0,1,0,0,0,0,0,0,0,0
History of Pre-Modern Architecture,025249,ARTHIST,184D,0,0,1,0,0,0,0,0,0,0,0
The Languages of Art,019809,ARTHIST,185FS,0,0,1,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Art History,000534,ARTHIST,190A,0,0,0,0,0,0,0,0,0,0,0
Topics in Art History,018085,ARTHIST,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,017188,ARTHIST,190S,0,0,0,0,0,0,0,0,0,0,0
Etruscans: Myth, Archaeology and Civilization,023827,ARTHIST,196,0,0,1,0,0,0,0,0,0,0,0
Imagining Europe: Arts, Culture, Politics,011802,ARTHIST,202,0,0,1,0,0,0,0,0,0,0,0
The Aegean Bronze Age,002786,ARTHIST,205,0,0,1,0,0,0,0,0,0,0,0
Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,002762,ARTHIST,206,0,0,1,0,0,0,0,0,0,0,0
Classical Greek Archaeology, Archaic to Classical,002763,ARTHIST,207,0,0,1,0,0,0,0,0,0,0,0
Art and Archaeology of Ancient Athens,015846,ARTHIST,208,0,0,1,0,0,0,0,0,0,0,0
The Art of Greece and Rome,000563,ARTHIST,210,0,0,1,0,0,0,0,0,0,0,0
Feminist Art from the 1970s to the Present,023316,ARTHIST,213S,0,0,1,0,0,0,0,0,0,0,0
Representations of Women in the Classical World,000546,ARTHIST,215S,0,0,1,0,0,0,0,0,0,0,0
Representing Women in the Classical World,000546,ARTHIST,215S,0,0,1,0,0,0,0,0,0,0,0
Museum Theory and Practice,017082,ARTHIST,220,0,0,0,0,0,0,0,0,1,0,0
Museum Theory and Practice,017082,ARTHIST,220,0,0,0,0,0,0,0,0,1,0,0
The Museum Object: Art and Artifact on Display,024143,ARTHIST,221S,0,0,0,1,0,0,0,0,0,0,0
History and Theory of Curatorial Practice,024153,ARTHIST,222S,0,0,0,1,0,0,0,0,0,0,0
Medieval Architecture,000551,ARTHIST,226,0,0,1,0,0,0,0,0,0,0,0
Contemporary Performance,021055,ARTHIST,229,0,0,0,0,0,0,0,0,1,0,0
History of Art Markets,000587,ARTHIST,231,0,0,0,0,0,0,0,0,1,0,0
History of Art Markets,024401,ARTHIST,231D,0,0,0,0,0,0,0,0,1,0,0
Japanese Art, 1600 to the Present,000616,ARTHIST,232,0,0,1,0,0,0,0,0,0,0,0
Japanese Architecture,013522,ARTHIST,234,0,0,1,0,0,0,0,0,0,0,0
Science Fiction Film,006449,ARTHIST,238,0,0,1,0,0,0,0,0,0,0,0
Roman Archaeology: Origins to Empire,023216,ARTHIST,246,0,0,1,0,0,0,0,0,0,0,0
Introduction to Modern Latin American Art and Visual Culture,021653,ARTHIST,250D,0,0,1,0,0,0,0,0,0,0,0
Art and Christianity: A History of Christian Visual Culture,024371,ARTHIST,251,0,0,0,0,0,0,0,0,0,0,0
Renaissance Architecture: A European Perspective,023222,ARTHIST,254,0,0,0,1,0,0,0,0,0,0,0
Art in Renaissance Italy,015180,ARTHIST,255,0,0,1,0,0,0,0,0,0,0,0
Renaissance and Baroque Art History,000577,ARTHIST,255A,0,0,1,0,0,0,0,0,0,0,0
Art in Renaissance Italy,024712,ARTHIST,255FS,0,0,1,0,0,0,0,0,0,0,0
Italian Baroque Art,024159,ARTHIST,256,0,0,1,0,0,0,0,0,0,0,0
Renaissance Architecture in Italy: Brunelleschi to Michelangelo,000585,ARTHIST,258,0,0,0,0,0,0,0,0,0,0,0
Renaissance Architecture in Italy: Brunelleschi to Michelangelo,020236,ARTHIST,258FS,0,0,0,1,0,0,0,0,0,0,0
French Art and Visual Culture in the Early Modern Period,000589,ARTHIST,260,0,0,1,0,0,0,0,0,0,0,0
The Contemporary Art Market,003297,ARTHIST,261,0,0,0,0,0,0,0,0,1,0,0
History of Netherlandish Art in a European Context,000592,ARTHIST,262A,0,0,1,0,0,0,0,0,0,0,0
History of Netherlandish Art in a European Context,000593,ARTHIST,263A,0,0,1,0,0,0,0,0,0,0,0
Drawing Foundations in Early Modern Europe,025272,ARTHIST,265,0,0,0,0,0,0,0,0,0,0,0
Drawing Foundations in Early Modern Europe,025272,ARTHIST,265,0,0,0,0,0,0,0,0,0,0,0
Art \u0026 Architecture in Early Modern France,023889,ARTHIST,268,0,0,1,0,0,0,0,0,0,0,0
Reconstructing Ancient Worlds,022171,ARTHIST,275LS,0,0,1,0,0,0,0,0,0,0,0
European Art 1760-1850,000595,ARTHIST,278,0,0,1,0,0,0,0,0,0,0,0
European Art 1850-1900,000600,ARTHIST,279,0,0,1,0,0,0,0,0,0,0,0
European Art 1900-1945,000601,ARTHIST,280,0,0,1,0,0,0,0,0,0,0,0
African American Art,000610,ARTHIST,283,0,0,1,0,0,0,0,0,0,0,0
The Political History of Modern Architecture: From Revolution through Neoliberalism,025018,ARTHIST,284,0,0,1,0,0,0,0,0,0,0,0
Modern Architecture,017530,ARTHIST,285,0,0,1,0,0,0,0,0,0,0,0
Modern Architecture,016047,ARTHIST,285D,0,0,1,0,0,0,0,0,0,0,0
Contemporary Architecture,024110,ARTHIST,286,0,0,1,0,0,0,0,0,0,0,0
Russian Art and Politics: 1800-Present,009676,ARTHIST,287,0,0,1,0,0,0,0,0,0,0,0
Dada and Surrealism,000626,ARTHIST,288,0,0,1,0,0,0,0,0,0,0,0
Soviet Art after Stalin: 1956-1991,020168,ARTHIST,289S,0,0,1,0,0,0,0,0,0,0,0
Special Topics in Art History,021438,ARTHIST,290,0,0,0,0,0,0,0,0,0,0,0
Topics in Medieval Art and Architecture,000569,ARTHIST,290-1,0,0,0,0,0,0,0,0,0,0,0
Topics in Italian Art and Architecture,000570,ARTHIST,290A-1,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,023238,ARTHIST,290S,0,0,0,0,0,0,0,0,0,0,0
Berlin: Architecture, Art and the City, 1871-Present,000629,ARTHIST,296A,0,0,1,0,0,0,0,0,0,0,0
History of Impressionism,000621,ARTHIST,298,0,0,1,0,0,0,0,0,0,0,0
History of Photography, 1839 to the Present,000638,ARTHIST,303,0,0,1,0,0,0,0,0,0,0,0
Cubism and Culture,000637,ARTHIST,304,0,0,1,0,0,0,0,0,0,0,0
Virtual Museums: Theories and Methods of 21st-Century Museums,022830,ARTHIST,305L,0,0,0,0,0,0,0,0,1,0,0
Museum Internship I,002789,ARTHIST,310,0,0,0,1,0,0,0,0,0,0,0
Museum Internship II,021771,ARTHIST,311,0,0,0,1,0,0,0,0,0,0,0
Mapping History with Geographic Information Systems,024150,ARTHIST,315,0,0,0,0,0,0,0,0,0,1,0
The Body in Art in Early Modern Europe: Power and Limits of Corporeal Representations,025000,ARTHIST,317,0,0,1,0,0,0,0,0,0,0,0
Netherlandish Art and Visual Culture in the Seventeenth and Eighteenth Centuries,000586,ARTHIST,337,0,0,1,0,0,0,0,0,0,0,0
Classical Sculpture,022780,ARTHIST,340S,0,0,0,0,0,0,0,0,0,0,1
Art, Cultural Identity, Social Change: Political History of Cont Spanish Art: Goya to Global Society,024352,ARTHIST,341A,0,0,1,0,0,0,0,0,0,0,0
Conservation and Management of the Material Heritage,025494,ARTHIST,343SA,0,0,1,0,0,0,0,0,0,0,0
African Art: From Royal Court to Contemporary Marketplace,025254,ARTHIST,345,0,0,1,0,0,0,0,0,0,0,0
Roman Coinage: The Materiality of an Ancient Economy,023208,ARTHIST,347,0,0,1,0,0,0,0,0,0,0,0
Representing the Artist in Film and Popular Culture,022769,ARTHIST,350,0,0,0,0,0,0,0,0,0,0,0
Digital Art History I: New Representational Technologies,023537,ARTHIST,354SL,0,0,0,0,0,0,0,0,0,0,0
Global Art Since 1945,000602,ARTHIST,381D,0,0,1,0,0,0,0,0,0,0,0
Global Art Since 1945,024658,ARTHIST,381S,0,0,1,0,0,0,0,0,0,0,0
The Black Atlantic,000608,ARTHIST,383,0,0,1,0,0,0,0,0,0,0,0
Special Topics in Art History,021311,ARTHIST,390,0,0,0,0,0,0,0,0,0,0,0
Topics in Renaissance Art,000573,ARTHIST,390-1,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Art History,000594,ARTHIST,390A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,016844,ARTHIST,390S,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History and Digital Visualization,022017,ARTHIST,390SL,0,0,0,0,0,0,0,0,0,0,0
Independent Study,024780,ARTHIST,391,0,0,0,0,0,0,0,0,0,0,0
Independent Study,024960,ARTHIST,392,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,025021,ARTHIST,393,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,025022,ARTHIST,394,0,0,0,0,0,0,0,0,0,0,0
Art History Methodology and Theory,025036,ARTHIST,395S,0,0,0,1,0,0,0,0,0,0,0
From the Art of the Pleasure Quarters to Tokyo Pop,023525,ARTHIST,432S,0,0,1,0,0,0,0,0,0,0,0
Photography in the Americas: War, Tourism, Art, and Protest,010104,ARTHIST,433S,0,0,1,0,0,0,0,0,0,0,0
Digital Art History II: New Representational Technologies Advanced,023543,ARTHIST,454SL,0,0,0,0,0,0,0,0,0,0,0
Curatorial Practicum: Exhibition Development and Design,023524,ARTHIST,455S,0,0,0,1,0,0,0,0,0,0,0
World War I and the History of Art \u0026 Architecture: Germany and Beyond,025273,ARTHIST,460S,0,0,1,0,0,0,0,0,0,0,0
Capstone in Art History,023523,ARTHIST,489S,0,0,0,0,0,0,1,0,0,0,0
Topics in Twentieth-Century Art (TOP),014949,ARTHIST,490-2,0,0,0,0,0,0,0,0,0,0,0
Topics in Contemporary Art,014950,ARTHIST,490-3,0,0,0,0,0,0,0,0,0,0,0
Special Topics,020223,ARTHIST,490S,0,0,0,0,0,0,0,0,0,0,0
Honors Thesis Workshop,023527,ARTHIST,495S,0,0,0,0,0,0,0,0,1,0,0
Research Independent Study,022524,BIOCHEM,393,0,0,0,0,0,0,0,0,1,0,0
Applied Biochemistry,022820,BIOCHEM,401,0,0,0,0,1,0,0,0,0,0,0
General Biology,001448,BIOLOGY, 20,0,0,0,0,0,0,0,0,0,0,0
Evolutionary Genomics: Who Are We, Where Have We Been, and Where Are We Going?,024138,BIOLOGY,128FS,0,0,0,0,0,0,0,0,0,1,0
Genomics of Host-Microbe Interactions: The Symbiotic Web,022215,BIOLOGY,148FS,0,0,0,0,0,0,0,0,1,0,0
Ecosystem Health and Human Well-Being,001459,BIOLOGY,153,0,0,0,0,0,0,0,0,0,1,0
AIDS and Other Emerging Diseases,012940,BIOLOGY,154,0,0,0,0,0,0,0,0,0,1,0
The Dynamic Oceans,001465,BIOLOGY,157,0,0,0,0,0,0,0,0,0,1,0
Plants and Human Use,001470,BIOLOGY,158,0,0,0,0,0,0,0,0,0,1,0
Plants of Duke Campus,021395,BIOLOGY,161,0,0,0,0,1,0,0,0,0,0,0
Evolution of Life,022930,BIOLOGY,162,0,0,0,0,0,0,0,0,0,1,0
Global Diseases,017088,BIOLOGY,180FS,0,0,0,0,0,0,0,0,0,1,0
Special Topics in Biology,023349,BIOLOGY,190,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Biology,001464,BIOLOGY,190A,0,0,0,0,0,0,0,0,0,0,0
Focus Program Topics in Biology,001472,BIOLOGY,190FS,0,0,0,0,0,0,0,0,0,0,0
Topics in Modern Biology,017076,BIOLOGY,190S,0,0,0,0,0,0,0,0,0,0,0
Introduction to Biological Thinking,023577,BIOLOGY,199D,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Molecular Biology,020037,BIOLOGY,201L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Molecular Biology,020037,BIOLOGY,201L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Molecular Biology,021396,BIOLOGY,201LA,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Genetics and Evolution,001477,BIOLOGY,202L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Genetics and Evolution,001477,BIOLOGY,202L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Genetics and Evolution,023318,BIOLOGY,202LA,0,0,0,0,0,0,0,0,0,1,0
Marine Megafauna,017413,BIOLOGY,205,0,0,0,0,0,0,0,0,0,1,0
